"","uniID","highest.rtu","Quantity"
"567","4.16.2017 195 shrub","Pteromalidae",1
"568","4.16.2017 268 open","Cicadellidae",3
"569","4.16.2017 268 open","Curculionidae",1
"570","4.16.2017 268 open","Heleomyzidae",1
"571","4.16.2017 268 open","Lasioglossum",1
"572","4.16.2017 268 open","Melyridae",46
"573","4.16.2017 268 open","Miridae",1
"574","4.16.2017 268 open","Mythicomyiidae",1
"575","4.16.2017 268 open","Thysanoptera",1
"576","4.16.2017 268 shrub","Asilidae",1
"577","4.16.2017 268 shrub","Bombyliidae",1
"578","4.16.2017 268 shrub","Chamaemyiidae",1
"579","4.16.2017 268 shrub","Cicadellidae",1
"580","4.16.2017 268 shrub","Encyrtidae",1
"581","4.16.2017 268 shrub","Melyridae",4
"582","4.16.2017 268 shrub","Miridae",1
"583","4.16.2017 268 shrub","Miscophus",1
"584","4.16.2017 268 shrub","Mythicomyiidae",2
"585","4.16.2017 268 shrub","Nymph",2
"586","4.16.2017 271 open","Melyridae",11
"587","4.16.2017 271 open","Mythicomyiidae",1
"588","4.16.2017 271 open","Nymph",1
"589","4.16.2017 271 shrub","Cecidomyiidae",1
"590","4.16.2017 271 shrub","Cicadellidae",5
"591","4.16.2017 271 shrub","Eurytomidae",1
"592","4.16.2017 271 shrub","Formicidae",1
"593","4.16.2017 271 shrub","Melyridae",7
"594","4.16.2017 271 shrub","Membracidae",1
"595","4.16.2017 271 shrub","Miridae",2
"596","4.16.2017 271 shrub","Mythicomyiidae",3
"597","4.16.2017 271 shrub","Nymph",1
"598","4.16.2017 298 open","Lasioglossum",1
"599","4.16.2017 298 open","Melyridae",10
"600","4.16.2017 298 open","Mythicomyiidae",1
"601","4.16.2017 298 open","Nymph",1
"602","4.16.2017 298 shrub","Aphoebantus",1
"603","4.16.2017 298 shrub","Ashmeadiella",1
"604","4.16.2017 298 shrub","Chrysididae",1
"605","4.16.2017 298 shrub","Cicadellidae",1
"606","4.16.2017 298 shrub","Geocoridae",1
"607","4.16.2017 298 shrub","Miridae",1
"608","4.16.2017 298 shrub","Mythicomyiidae",1
"609","4.16.2017 298 shrub","Orthoptera",1
"610","4.17.2017 278 open","Cicadellidae",2
"611","4.17.2017 278 open","Melyridae",9
"612","4.17.2017 278 open","Nymph",1
"613","4.17.2017 278 shrub","Asilidae",1
"614","4.17.2017 278 shrub","Cecidomyiidae",1
"615","4.17.2017 278 shrub","Cicadellidae",1
"616","4.17.2017 278 shrub","Coccinellidae",1
"617","4.17.2017 278 shrub","Encyrtidae",1
"618","4.17.2017 278 shrub","Eulophidae",1
"619","4.17.2017 278 shrub","Eupelmidae ",1
"620","4.17.2017 278 shrub","Formicidae",2
"621","4.17.2017 278 shrub","Melyridae",2
"622","4.17.2017 278 shrub","Nymph",2
"623","4.17.2017 278 shrub","Sciaridae",1
"624","4.17.2017 278 shrub","Thysanoptera",3
"625","4.17.2017 278 shrub","Torymidae",2
"626","4.17.2017 280 open","Cicadellidae",1
"627","4.17.2017 280 open","Eucera",1
"628","4.17.2017 280 open","Melyridae",1
"629","4.17.2017 280 open","Mythicomyiidae",1
"630","4.17.2017 280 open","Phoridae",1
"631","4.17.2017 280 open","Pteromalidae",1
"632","4.17.2017 280 open","Sarcophagidae",2
"633","4.17.2017 280 open","Thysanoptera",1
"634","4.17.2017 280 shrub","Buprestidae",1
"635","4.17.2017 280 shrub","Cecidomyiidae",1
"636","4.17.2017 280 shrub","Cicadellidae",4
"637","4.17.2017 280 shrub","Encyrtidae",1
"638","4.17.2017 280 shrub","Eulophidae",2
"639","4.17.2017 280 shrub","Heleomyzidae",1
"640","4.17.2017 280 shrub","Melyridae",1
"641","4.17.2017 280 shrub","Mythicomyiidae",3
"642","4.17.2017 280 shrub","Nymph",2
"643","4.17.2017 280 shrub","Pentamoidae",1
"644","4.17.2017 280 shrub","Platygastridae",1
"645","4.17.2017 280 shrub","Scaeva/Eupeodes",1
"646","4.17.2017 280 shrub","Thysanoptera",4
"647","4.17.2017 282 open","Chloropidae",1
"648","4.17.2017 282 open","Cicadellidae",2
"649","4.17.2017 282 open","Eulophidae",1
"650","4.17.2017 282 open","Eupelmidae ",1
"651","4.17.2017 282 open","Lasioglossum",1
"652","4.17.2017 282 open","Melyridae",3
"653","4.17.2017 282 open","Mythicomyiidae",5
"654","4.17.2017 282 open","Nymph",2
"655","4.17.2017 282 shrub","Cicadellidae",1
"656","4.17.2017 282 shrub","Crabronidae",1
"657","4.17.2017 282 shrub","Eulophidae",1
"658","4.17.2017 282 shrub","Melyridae",1
"659","4.17.2017 282 shrub","Mythicomyiidae",8
"660","4.17.2017 282 shrub","Nymph",1
"661","4.17.2017 282 shrub","Thysanoptera",1
"662","4.17.2017 291 open","Cecidomyiidae",1
"663","4.17.2017 291 open","Cicadellidae",1
"664","4.17.2017 291 open","Crabronidae",1
"665","4.17.2017 291 open","Curculionidae",1
"666","4.17.2017 291 open","Melyridae",3
"667","4.17.2017 291 open","Miridae",1
"668","4.17.2017 291 open","Mythicomyiidae",1
"669","4.17.2017 291 open","Nymph",1
"670","4.17.2017 291 open","Sarcophagidae",1
"671","4.17.2017 291 open","Thysanoptera",3
"672","4.17.2017 291 shrub","Cicadellidae",2
"673","4.17.2017 291 shrub","Curculionidae",1
"674","4.17.2017 291 shrub","Formicidae",1
"675","4.17.2017 291 shrub","Melyridae",1
"676","4.17.2017 291 shrub","Mythicomyiidae",4
"677","4.17.2017 291 shrub","Nymph",2
"678","4.17.2017 291 shrub","Pteromalidae",2
"679","4.17.2017 291 shrub","Thysanoptera",5
"680","4.17.2017 295 open","Cicadellidae",2
"681","4.17.2017 295 open","Crabronidae",1
"682","4.17.2017 295 open","Mutillidae",1
"683","4.17.2017 295 open","Mythicomyiidae",1
"684","4.17.2017 295 open","Nymph",1
"685","4.17.2017 295 open","Trichoptera?",1
"686","4.17.2017 295 shrub","Ammophila",1
"687","4.17.2017 295 shrub","Aphididae",1
"688","4.17.2017 295 shrub","Curculionidae",1
"689","4.17.2017 295 shrub","Encyrtidae",2
"690","4.17.2017 295 shrub","Eupelmidae ",2
"691","4.17.2017 295 shrub","Miridae",2
"692","4.17.2017 295 shrub","Mythicomyiidae",3
"693","4.17.2017 295 shrub","Nymph",1
"694","4.17.2017 299 open","Cecidomyiidae",1
"695","4.17.2017 299 open","Melyridae",5
"696","4.17.2017 299 open","Mythicomyiidae",1
"697","4.17.2017 299 open","Tachinidae",1
"698","4.17.2017 299 open","Thysanoptera",2
"699","4.17.2017 299 shrub","Cecidomyiidae",3
"700","4.17.2017 299 shrub","Chloropidae",1
"701","4.17.2017 299 shrub","destroyed",1
"702","4.17.2017 299 shrub","Eulophidae",1
"703","4.17.2017 299 shrub","Eupelmidae ",1
"704","4.17.2017 299 shrub","Lasioglossum",1
"705","4.17.2017 299 shrub","Melyridae",3
"706","4.17.2017 299 shrub","Mythicomyiidae",1
"707","4.17.2017 299 shrub","Phoridae",1
"708","4.17.2017 299 shrub","Thysanoptera",1
"709","4.19.2017 264 open","Buprestidae",1
"710","4.19.2017 264 open","Melyridae",1
"711","4.19.2017 264 open","Mythicomyiidae",2
"712","4.19.2017 264 open","Nymph",2
"713","4.19.2017 264 open","Pompilidae",1
"714","4.19.2017 264 shrub","Ammophila",1
"715","4.19.2017 264 shrub","Encyrtidae",2
"716","4.19.2017 264 shrub","Miridae",1
"717","4.19.2017 264 shrub","Nymph",5
"718","4.19.2017 264 shrub","Pipunculidae",1
"719","4.19.2017 264 shrub","Platygastridae",1
"720","4.19.2017 264 shrub","Thysanoptera",2
"721","4.19.2017 270 open","Asilidae",2
"722","4.19.2017 270 open","Cicadellidae",1
"723","4.19.2017 270 open","Encyrtidae",1
"724","4.19.2017 270 open","Geocoridae",1
"725","4.19.2017 270 open","Melyridae",11
"726","4.19.2017 270 open","Nymph",1
"727","4.19.2017 270 open","Sarcophagidae",1
"728","4.19.2017 270 shrub","Cecidomyiidae",1
"729","4.19.2017 270 shrub","Cicadellidae",2
"730","4.19.2017 270 shrub","Eupelmidae ",2
"731","4.19.2017 270 shrub","Formicidae",1
"732","4.19.2017 270 shrub","Melyridae",5
"733","4.19.2017 270 shrub","Mythicomyiidae",2
"734","4.19.2017 270 shrub","Nymph",1
"735","4.19.2017 270 shrub","Torymidae",1
"736","4.19.2017 283 open","Cicadellidae",1
"737","4.19.2017 283 open","Curculionidae",1
"738","4.19.2017 283 open","Melyridae",4
"739","4.19.2017 283 shrub","Cicadellidae",3
"740","4.19.2017 283 shrub","Melyridae",1
"741","4.19.2017 283 shrub","Pronotacantha annulata",1
"742","4.19.2017 283 shrub","Torymidae",1
"743","4.19.2017 286 open","Asilidae",1
"744","4.19.2017 286 open","Buprestidae",1
"745","4.19.2017 286 open","Heleomyzidae",1
"746","4.19.2017 286 open","Melyridae",2
"747","4.19.2017 286 open","Mythicomyiidae",1
"748","4.19.2017 286 open","Tachinidae",1
"749","4.19.2017 286 open","Thysanoptera",1
"750","4.19.2017 286 shrub","Ceraphronidae",1
"751","4.19.2017 286 shrub","Chrysopidae",1
"752","4.19.2017 286 shrub","Cicadellidae",2
"753","4.19.2017 286 shrub","Crabronidae",1
"754","4.19.2017 286 shrub","Curculionidae",1
"755","4.19.2017 286 shrub","Formicidae",3
"756","4.19.2017 286 shrub","Melyridae",4
"757","4.19.2017 286 shrub","Nymph",1
"758","4.19.2017 290 open","Ceraphronidae",1
"759","4.19.2017 290 open","Heleomyzidae",1
"760","4.19.2017 290 open","Melyridae",7
"761","4.19.2017 290 open","Phoridae",1
"762","4.19.2017 290 open","Thysanoptera",2
"763","4.19.2017 290 shrub","Ammophila",1
"764","4.19.2017 290 shrub","Cicadellidae",2
"765","4.19.2017 290 shrub","Cysteodemus",1
"766","4.19.2017 290 shrub","Eupompha elegans",1
"767","4.19.2017 290 shrub","Formicidae",1
"768","4.19.2017 290 shrub","Heleomyzidae",1
"769","4.19.2017 290 shrub","Melyridae",4
"770","4.19.2017 290 shrub","Miscophus",1
"771","4.19.2017 290 shrub","Nymph",2
"772","4.19.2017 290 shrub","Phoridae",1
"773","4.19.2017 297 open","Cecidomyiidae",1
"774","4.19.2017 297 open","Cicadellidae",3
"775","4.19.2017 297 open","Heleomyzidae",1
"776","4.19.2017 297 open","Melyridae",13
"777","4.19.2017 297 open","Mythicomyiidae",1
"778","4.19.2017 297 open","Nymph",1
"779","4.19.2017 297 shrub","Cecidomyiidae",1
"780","4.19.2017 297 shrub","Cicadellidae",2
"781","4.19.2017 297 shrub","Curculionidae",1
"782","4.19.2017 297 shrub","Mythicomyiidae",1
"783","4.19.2017 297 shrub","Nymph",1
"784","4.19.2017 297 shrub","Thysanoptera",1
"785","4.20.2017 181 open","Buprestidae",1
"786","4.20.2017 181 open","Cicadellidae",1
"787","4.20.2017 181 open","Encrytidae",1
"788","4.20.2017 181 open","Geocoridae",1
"789","4.20.2017 181 open","Melyridae",16
"790","4.20.2017 181 open","Mythicomyiidae",1
"791","4.20.2017 181 open","Nymph",1
"792","4.20.2017 181 open","Sarcophagidae",1
"793","4.20.2017 181 open","Thysanoptera",1
"794","4.20.2017 181 open","Usiinae",1
"795","4.20.2017 181 shrub","Buprestidae",1
"796","4.20.2017 181 shrub","Cecidomyiidae",1
"797","4.20.2017 181 shrub","Cicadellidae",2
"798","4.20.2017 181 shrub","Melyridae",7
"799","4.20.2017 183 open","Araneae",1
"800","4.20.2017 183 open","Cecidomyiidae",1
"801","4.20.2017 183 open","Chloropidae",1
"802","4.20.2017 183 open","Coccinellidae",1
"803","4.20.2017 183 open","Melyridae",24
"804","4.20.2017 183 open","Miridae",2
"805","4.20.2017 183 open","Mythicomyiidae",1
"806","4.20.2017 183 open","Nymph",1
"807","4.20.2017 183 open","Tachinidae",1
"808","4.20.2017 183 open","Thysanoptera",1
"809","4.20.2017 183 shrub","Cicadellidae",1
"810","4.20.2017 183 shrub","Eupelmidae",1
"811","4.20.2017 183 shrub","Formicidae",4
"812","4.20.2017 183 shrub","Melyridae",9
"813","4.20.2017 183 shrub","Nymph",3
"814","4.20.2017 183 shrub","Sciaridae",1
"815","4.20.2017 183 shrub","Thysanoptera",1
"816","4.20.2017 185 open","Buprestidae",1
"817","4.20.2017 185 open","Cecidomyiidae",1
"818","4.20.2017 185 open","Encrytidae",1
"819","4.20.2017 185 open","Melyridae",18
"820","4.20.2017 185 open","Nymph",1
"821","4.20.2017 185 shrub","Cicadellidae",2
"822","4.20.2017 185 shrub","Heleomyzidae",1
"823","4.20.2017 185 shrub","Mellisodes",1
"824","4.20.2017 185 shrub","Melyridae",7
"825","4.20.2017 185 shrub","Osmia",1
"826","4.20.2017 185 shrub","Therevidae",1
"827","4.20.2017 274 open","Agromyzidae?",1
"828","4.20.2017 274 open","Anthocoridae",1
"829","4.20.2017 274 open","Asilidae",1
"830","4.20.2017 274 open","Cicadellidae",2
"831","4.20.2017 274 open","Lasioglossum",1
"832","4.20.2017 274 open","Melyridae",14
"833","4.20.2017 274 open","Milichiidae",2
"834","4.20.2017 274 open","Mythicomyiidae",1
"835","4.20.2017 274 open","Usiinae",1
"836","4.20.2017 274 shrub","Asilidae",1
"837","4.20.2017 274 shrub","Cecidomyiidae",1
"838","4.20.2017 274 shrub","Ceraphronidae",1
"839","4.20.2017 274 shrub","Cicadellidae",4
"840","4.20.2017 274 shrub","Encrytidae",1
"841","4.20.2017 274 shrub","Eurytomidae",1
"842","4.20.2017 274 shrub","Heleomyzidae",1
"843","4.20.2017 274 shrub","Melyridae",3
"844","4.20.2017 274 shrub","Miridae",1
"845","4.20.2017 274 shrub","Nymph",6
"846","4.20.2017 274 shrub","Nymph ",2
"847","4.20.2017 274 shrub","Pentamoidae",1
"848","4.20.2017 274 shrub","Phoridae",2
"849","4.20.2017 274 shrub","Pteromalidae",1
"850","4.20.2017 274 shrub","Sarcophagidae",1
"851","4.20.2017 274 shrub","Thysanoptera",1
"852","4.20.2017 281 open","Heleomyzidae",1
"853","4.20.2017 281 open","Melyridae",6
"854","4.20.2017 281 open","Richardiidae",1
"855","4.20.2017 281 open","Tephritidae",1
"856","4.20.2017 281 open","Tingidae",1
"857","4.20.2017 281 shrub","Cicadellidae",1
"858","4.20.2017 281 shrub","Phoridae",1
"859","4.20.2017 287 open","Apis mellifera",1
"860","4.20.2017 287 open","Atoposmia",1
"861","4.20.2017 287 open","Buprestidae",2
"862","4.20.2017 287 open","Chloropidae",1
"863","4.20.2017 287 open","Cicadellidae",1
"864","4.20.2017 287 open","Dryudella",1
"865","4.20.2017 287 open","Melyridae",3
"866","4.20.2017 287 open","Tephritidae",1
"867","4.20.2017 287 shrub","Braconidae",1
"868","4.20.2017 287 shrub","Cecidomyiidae",1
"869","4.20.2017 287 shrub","Chloropidae",1
"870","4.20.2017 287 shrub","Melyridae",1
"871","4.20.2017 287 shrub","Miridae",1
"872","4.20.2017 287 shrub","Tephritidae",1
"873","4.20.2017 287 shrub","Thysanoptera",1
"874","4.20.2017 287 shrub","Torymidae",1
"875","4.22.2017 180 open","Buprestidae",1
"876","4.22.2017 180 open","Lygaeoidea",1
"877","4.22.2017 180 open","Melyridae",9
"878","4.22.2017 180 open","Mutillidae",1
"879","4.22.2017 180 open","Nymph",1
"880","4.22.2017 180 open","Tephritidae",1
"881","4.22.2017 180 shrub","Cicadellidae",2
"882","4.22.2017 180 shrub","Harpactorinae",1
"883","4.22.2017 180 shrub","Lytta auriculata",1
"884","4.22.2017 180 shrub","Melyridae",7
"885","4.22.2017 180 shrub","Miridae",1
"886","4.22.2017 180 shrub","Mythicomyiidae",1
"887","4.22.2017 180 shrub","Osmia",1
"888","4.22.2017 180 shrub","Psylloidea",1
"889","4.22.2017 180 shrub","Pteromalidae",1
"890","4.22.2017 180 shrub","Thysanoptera",2
"891","4.22.2017 180 shrub","Toxomerus marginatus",1
"892","4.22.2017 182 open","Asilidae",1
"893","4.22.2017 182 open","Buprestidae",1
"894","4.22.2017 182 open","Cicadellidae",2
"895","4.22.2017 182 open","Melyridae",22
"896","4.22.2017 182 open","Milichiidae",1
"897","4.22.2017 182 open","Mythicomyiidae",3
"898","4.22.2017 182 open","Nymph",1
"899","4.22.2017 182 shrub","Buprestidae",1
"900","4.22.2017 182 shrub","Halictus",1
"901","4.22.2017 182 shrub","Melyridae",3
"902","4.22.2017 182 shrub","Nymph",1
"903","4.22.2017 182 shrub","Pteromalidae",1
"904","4.22.2017 182 shrub","Thysanoptera",1
"905","4.22.2017 189 open","Crabronidae",1
"906","4.22.2017 189 open","Encrytidae",1
"907","4.22.2017 189 open","Eulophidae",1
"908","4.22.2017 189 open","Melyridae",10
"909","4.22.2017 189 open","Miridae",2
"910","4.22.2017 189 open","Mythicomyiidae",4
"911","4.22.2017 189 open","Rhopalidae",1
"912","4.22.2017 189 open","Thysanoptera",3
"913","4.22.2017 189 shrub","Aphididae",1
"914","4.22.2017 189 shrub","Cecidomyiidae",1
"915","4.22.2017 189 shrub","Cicadellidae",1
"916","4.22.2017 189 shrub","Crabronidae",2
"917","4.22.2017 189 shrub","Encrytidae",1
"918","4.22.2017 189 shrub","Lytta auriculata",1
"919","4.22.2017 189 shrub","Melyridae",3
"920","4.22.2017 189 shrub","Mythicomyiidae",1
"921","4.22.2017 189 shrub","Nymph",1
"922","4.22.2017 189 shrub","Pentamoidae",1
"923","4.22.2017 189 shrub","Pipunculidae",1
"924","4.22.2017 189 shrub","Pompilidae",1
"925","4.22.2017 189 shrub","Pronotacantha annulata",1
"926","4.22.2017 194 open","Cicadellidae",1
"927","4.22.2017 194 open","Crabronidae",1
"928","4.22.2017 194 open","Lasioglossum",1
"929","4.22.2017 194 open","Melyridae",23
"930","4.22.2017 194 open","Miridae",3
"931","4.22.2017 194 open","Thysanoptera",2
"932","4.22.2017 194 shrub","Buprestidae",1
"933","4.22.2017 194 shrub","Cicadellidae",4
"934","4.22.2017 194 shrub","Melyridae",7
"935","4.22.2017 275 open","Buprestidae",1
"936","4.22.2017 275 open","Cicadellidae",1
"937","4.22.2017 275 open","Formicidae",1
"938","4.22.2017 275 open","Melyridae",9
"939","4.22.2017 275 open","Psylloidea",1
"940","4.22.2017 275 shrub","Asilidae",1
"941","4.22.2017 275 shrub","Buprestidae",1
"942","4.22.2017 275 shrub","Cicadellidae",3
"943","4.22.2017 275 shrub","Melyridae",7
"944","4.22.2017 275 shrub","Miscophus",3
"945","4.22.2017 275 shrub","Nymph",1
"946","4.22.2017 276 open","Asilidae",1
"947","4.22.2017 276 open","Crabronidae",4
"948","4.22.2017 276 open","Megandrena.encelia",1
"949","4.22.2017 276 open","Melyridae",6
"950","4.22.2017 276 open","Mutillidae",1
"951","4.22.2017 276 open","Mythicomyiidae",1
"952","4.22.2017 276 open","Thysanoptera",1
"953","4.22.2017 276 shrub","Buprestidae",3
"954","4.22.2017 276 shrub","Cecidomyiidae",1
"955","4.22.2017 276 shrub","Cicadellidae",2
"956","4.22.2017 276 shrub","Colletes",1
"957","4.22.2017 276 shrub","Megaspilidae",1
"958","4.22.2017 276 shrub","Melyridae",3
"959","4.22.2017 276 shrub","Miridae",1
"960","4.22.2017 276 shrub","Miscophus",1
"961","4.22.2017 276 shrub","Platygastridae",1
"962","4.22.2017 276 shrub","Pompilidae",1
"963","4.22.2017 276 shrub","Thysanoptera",1
"964","4.23.2017 146 open","Asilidae",1
"965","4.23.2017 146 open","Bombyliidae",1
"966","4.23.2017 146 open","Cicadellidae",1
"967","4.23.2017 146 open","Encrytidae",1
"968","4.23.2017 146 open","Formicidae",1
"969","4.23.2017 146 open","Melyridae",13
"970","4.23.2017 146 open","Pronotacantha annulata",1
"971","4.23.2017 146 open","Rhopalidae",1
"972","4.23.2017 146 shrub","Buprestidae",1
"973","4.23.2017 146 shrub","Cicadellidae",1
"974","4.23.2017 146 shrub","Formicidae",1
"975","4.23.2017 146 shrub","Melyridae",2
"976","4.23.2017 146 shrub","Miridae",2
"977","4.23.2017 146 shrub","Nymph",2
"978","4.23.2017 195 open","Heleomyzidae",2
"979","4.23.2017 195 open","Melyridae",14
"980","4.23.2017 195 open","Miridae",1
"981","4.23.2017 195 open","Pronotacantha annulata",1
"982","4.23.2017 195 shrub","Bombyliidae",1
"983","4.23.2017 195 shrub","Heleomyzidae",2
"984","4.23.2017 195 shrub","Melyridae",23
"985","4.23.2017 195 shrub","Nymph",1
"986","4.23.2017 195 shrub","Nymphalidae",1
"987","4.23.2017 197 open","Cecidomyiidae",1
"988","4.23.2017 197 open","Ceraphronidae",1
"989","4.23.2017 197 open","Cicadellidae",2
"990","4.23.2017 197 open","Coleoptera",18
"991","4.23.2017 197 open","Nymph",1
"992","4.23.2017 197 open","Thysanoptera",3
"993","4.23.2017 197 shrub","Heleomyzidae",1
"994","4.23.2017 197 shrub","Melyridae",4
"995","4.23.2017 197 shrub","Thysanoptera",1
"996","4.23.2017 266 open","Chrysididae",1
"997","4.23.2017 266 open","Cicadellidae",1
"998","4.23.2017 266 open","Harpactorinae",1
"999","4.23.2017 266 open","Megandrena.encelia",1
"1000","4.23.2017 266 open","Melyridae",24
"1001","4.23.2017 266 open","Pompilidae",1
"1002","4.23.2017 266 open","Rhopalidae",1
"1003","4.23.2017 266 shrub","Ammophila",1
"1004","4.23.2017 266 shrub","Crabronidae",1
"1005","4.23.2017 266 shrub","Melyridae",12
"1006","4.23.2017 266 shrub","Nymph",1
"1007","4.23.2017 266 shrub","Osmia",1
"1008","4.23.2017 266 shrub","Pronotacantha annulata",1
"1009","4.23.2017 267 open","Asilidae",1
"1010","4.23.2017 267 open","Buprestidae",1
"1011","4.23.2017 267 open","Crabronidae",1
"1012","4.23.2017 267 open","Melyridae",27
"1013","4.23.2017 267 open","Nymph",1
"1014","4.23.2017 267 shrub","Cecidomyiidae",1
"1015","4.23.2017 267 shrub","Cicadellidae",2
"1016","4.23.2017 267 shrub","Melyridae",11
"1017","4.23.2017 267 shrub","Miridae",1
"1018","4.23.2017 289 open","Buprestidae",3
"1019","4.23.2017 289 open","Chrysididae",1
"1020","4.23.2017 289 open","Cicadellidae",1
"1021","4.23.2017 289 open","Melyridae",5
"1022","4.23.2017 289 open","Nymph",1
"1023","4.23.2017 289 open","Thysanoptera",1
"1024","4.23.2017 289 shrub","Araneae",1
"1025","4.23.2017 289 shrub","Bombyliidae",1
"1026","4.23.2017 289 shrub","Buprestidae",1
"1027","4.23.2017 289 shrub","Cicadellidae",3
"1028","4.23.2017 289 shrub","Coccinellidae",1
"1029","4.23.2017 289 shrub","Melyridae",2
"1030","4.23.2017 289 shrub","Scaeva/Eupeodes",1
"1031","4.26.2017 192 open","Asilidae",1
"1032","4.26.2017 192 open","Diadasia",1
"1033","4.26.2017 192 open","Lasioglossum",1
"1034","4.26.2017 192 open","Melyridae",14
"1035","4.26.2017 192 open","Mythicomyiidae",2
"1036","4.26.2017 192 shrub","Cecidomyiidae",2
"1037","4.26.2017 192 shrub","Cicadellidae",4
"1038","4.26.2017 192 shrub","Crabronidae",1
"1039","4.26.2017 192 shrub","Melyridae",3
"1040","4.26.2017 192 shrub","Orthoptera",1
"1041","4.26.2017 192 shrub","Pronotacantha annulata",1
"1042","4.26.2017 192 shrub","Richardiidae",1
"1043","4.26.2017 192 shrub","Thysanoptera",1
"1044","4.26.2017 196 open","Aphididae",1
"1045","4.26.2017 196 open","Buprestidae",1
"1046","4.26.2017 196 open","Ceraphronidae",1
"1047","4.26.2017 196 open","Cicadellidae",1
"1048","4.26.2017 196 open","Melyridae",9
"1049","4.26.2017 196 open","Phoridae",1
"1050","4.26.2017 196 open","Thysanoptera",1
"1051","4.26.2017 196 open","Trichogrammatidae",1
"1052","4.26.2017 196 shrub","Asilidae",1
"1053","4.26.2017 196 shrub","Buprestidae",2
"1054","4.26.2017 196 shrub","Crabronidae",1
"1055","4.26.2017 196 shrub","Eulophidae",1
"1056","4.26.2017 196 shrub","Melyridae",8
"1057","4.26.2017 196 shrub","Pteromalidae",2
"1058","4.26.2017 196 shrub","Tephritidae",1
"1059","4.26.2017 264 open","Ashmeadiella",1
"1060","4.26.2017 264 open","Asilidae",1
"1061","4.26.2017 264 open","Bombyliidae",1
"1062","4.26.2017 264 open","Chloropidae",1
"1063","4.26.2017 264 open","Cicadellidae",2
"1064","4.26.2017 264 open","Melyridae",5
"1065","4.26.2017 264 open","Mythicomyiidae",1
"1066","4.26.2017 264 open","Nymph",1
"1067","4.26.2017 264 open","Thysanoptera",2
"1068","4.26.2017 264 shrub","Cecidomyiidae",1
"1069","4.26.2017 264 shrub","Chloropidae",1
"1070","4.26.2017 264 shrub","Chrysomelidae",1
"1071","4.26.2017 264 shrub","Eulophidae",1
"1072","4.26.2017 264 shrub","Formicidae",1
"1073","4.26.2017 264 shrub","Melyridae",5
"1074","4.26.2017 264 shrub","Miridae",1
"1075","4.26.2017 264 shrub","Nymph",2
"1076","4.26.2017 295 open","Bombyliidae",1
"1077","4.26.2017 295 open","Buprestidae",2
"1078","4.26.2017 295 open","Crabronidae",1
"1079","4.26.2017 295 open","Melyridae",6
"1080","4.26.2017 295 open","Phoridae",1
"1081","4.26.2017 295 shrub","Araneae",1
"1082","4.26.2017 295 shrub","Cicadellidae",1
"1083","4.26.2017 295 shrub","Curculionidae",1
"1084","4.26.2017 295 shrub","Eulophidae",1
"1085","4.26.2017 295 shrub","Miscophus",1
"1086","4.26.2017 295 shrub","Nymph",3
"1087","4.26.2017 295 shrub","Thysanoptera",2
"1088","4.26.2017 298 open","Cicadellidae",2
"1089","4.26.2017 298 open","Melyridae",5
"1090","4.26.2017 298 open","Mythicomyiidae",1
"1091","4.26.2017 298 open","Nymph",1
"1092","4.26.2017 298 open","Sarcophagidae",1
"1093","4.26.2017 298 open","Tingidae",1
"1094","4.26.2017 298 shrub","Aphididae",1
"1095","4.26.2017 298 shrub","Buprestidae",1
"1096","4.26.2017 298 shrub","Cecidomyiidae",3
"1097","4.26.2017 298 shrub","Melyridae",8
"1098","4.26.2017 298 shrub","Pteromalidae",1
"1099","4.26.2017 298 shrub","Richardiidae",1
"1100","4.26.2017 298 shrub","Thysanoptera",1
"1101","4.26.2017 301 open","Asilidae",1
"1102","4.26.2017 301 open","Bombyliidae",1
"1103","4.26.2017 301 open","Curculionidae",1
"1104","4.26.2017 301 open","Melyridae",4
"1105","4.26.2017 301 open","Osmia",1
"1106","4.26.2017 301 open","Therevidae",1
"1107","4.26.2017 301 shrub","Cicadellidae",3
"1108","4.26.2017 301 shrub","Melyridae",4
"1109","4.26.2017 301 shrub","Mythicomyiidae",1
"1110","4.27.2017 188 open","Bombyliidae",1
"1111","4.27.2017 188 open","Mutillidae",1
"1112","4.27.2017 188 open","Osmia",1
"1113","4.27.2017 188 shrub","Buprestidae",1
"1114","4.27.2017 188 shrub","Formicidae",11
"1115","4.27.2017 262 open","Melyridae",10
"1116","4.27.2017 262 shrub","Aphididae",1
"1117","4.27.2017 262 shrub","Asilidae",2
"1118","4.27.2017 262 shrub","Pteromalidae",2
"1119","4.27.2017 282 open","Asilidae",1
"1120","4.27.2017 282 open","Buprestidae",1
"1121","4.27.2017 282 open","Encrytidae",1
"1122","4.27.2017 282 open","Heleomyzidae",1
"1123","4.27.2017 282 open","Melyridae",4
"1124","4.27.2017 282 open","Mymaridae",1
"1125","4.27.2017 282 open","Sarcophagidae",1
"1126","4.27.2017 282 open","Thysanoptera",1
"1127","4.27.2017 282 shrub","Asilidae",1
"1128","4.27.2017 282 shrub","Cecidomyiidae",2
"1129","4.27.2017 282 shrub","Formicidae",1
"1130","4.27.2017 282 shrub","Melyridae",3
"1131","4.27.2017 293 open","Bombyliidae",1
"1132","4.27.2017 293 open","Melyridae",1
"1133","4.27.2017 293 shrub","Hoplitis",1
"1134","4.27.2017 293 shrub","Melyridae",1
